pm25,DEWP,HUMI,PRES,TEMP,Iws,wd_NE,wd_NW,wd_SE,wd_cv,hour_sin,hour_cos,month_sin,month_cos,is_weekend,season_sin,season_cos,precipitation,Iprec,datetime,year,month,day,hour
33.0,23.0,94.0,1009.0,24.0,0.89,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-02 21:00:00,2012,8,2,21
55.0,23.0,94.0,1009.0,24.0,2.68,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-02 22:00:00,2012,8,2,22
69.0,23.0,88.0,1009.0,25.0,4.47,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-02 23:00:00,2012,8,2,23
77.0,23.0,88.0,1009.0,25.0,7.6,0,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 00:00:00,2012,8,3,0
64.0,23.0,94.0,1009.0,24.0,10.73,0,0,1,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 01:00:00,2012,8,3,1
61.0,23.0,94.0,1009.0,24.0,12.52,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 02:00:00,2012,8,3,2
50.0,23.0,100.0,1009.0,23.0,0.45,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 03:00:00,2012,8,3,3
48.0,23.0,100.0,1009.0,23.0,0.9,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 04:00:00,2012,8,3,4
54.0,23.0,100.0,1009.0,23.0,0.89,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 05:00:00,2012,8,3,5
60.0,23.0,100.0,1009.0,23.0,2.68,1,0,0,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 06:00:00,2012,8,3,6
77.0,23.0,94.0,1009.0,24.0,0.89,0,0,0,1,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 07:00:00,2012,8,3,7
93.0,24.0,94.0,1009.0,25.0,1.79,0,1,0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 08:00:00,2012,8,3,8
74.0,24.0,83.0,1008.0,27.0,3.58,0,1,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 09:00:00,2012,8,3,9
76.0,24.0,78.0,1008.0,28.0,1.79,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 10:00:00,2012,8,3,10
81.0,24.0,74.0,1008.0,29.0,3.58,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 11:00:00,2012,8,3,11
54.0,23.0,70.0,1008.0,29.0,3.13,0,0,1,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 12:00:00,2012,8,3,12
38.0,23.0,66.0,1007.0,30.0,4.92,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 13:00:00,2012,8,3,13
42.0,23.0,62.0,1006.0,31.0,8.05,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 14:00:00,2012,8,3,14
50.0,24.0,70.0,1006.0,30.0,12.97,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 16:00:00,2012,8,3,16
51.0,23.0,70.0,1005.0,29.0,16.1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 17:00:00,2012,8,3,17
51.0,24.0,74.0,1005.0,29.0,17.89,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 18:00:00,2012,8,3,18
49.0,23.0,74.0,1005.0,28.0,21.91,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 19:00:00,2012,8,3,19
33.0,23.0,78.0,1006.0,27.0,25.93,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 20:00:00,2012,8,3,20
31.0,23.0,83.0,1007.0,26.0,27.72,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 21:00:00,2012,8,3,21
31.0,23.0,88.0,1007.0,25.0,31.74,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 22:00:00,2012,8,3,22
28.0,22.0,88.0,1007.0,24.0,33.53,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-03 23:00:00,2012,8,3,23
23.0,22.0,88.0,1007.0,24.0,35.32,0,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 00:00:00,2012,8,4,0
30.0,22.0,83.0,1006.0,25.0,0.89,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 01:00:00,2012,8,4,1
28.0,22.0,88.0,1006.0,24.0,3.13,0,1,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 02:00:00,2012,8,4,2
29.0,23.0,94.0,1005.0,24.0,6.26,0,1,0,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 03:00:00,2012,8,4,3
39.0,22.0,88.0,1005.0,24.0,9.39,0,1,0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 04:00:00,2012,8,4,4
36.0,22.0,94.0,1006.0,23.0,1.79,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 05:00:00,2012,8,4,5
36.0,22.0,94.0,1006.0,23.0,1.79,0,1,0,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 06:00:00,2012,8,4,6
30.0,23.0,83.0,1006.0,26.0,4.92,0,1,0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 07:00:00,2012,8,4,7
19.0,22.0,69.0,1007.0,28.0,8.94,0,1,0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 08:00:00,2012,8,4,8
16.0,21.0,62.0,1007.0,29.0,3.13,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 09:00:00,2012,8,4,9
18.0,22.0,62.0,1007.0,30.0,8.05,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 10:00:00,2012,8,4,10
18.0,21.0,55.0,1007.0,31.0,12.07,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 11:00:00,2012,8,4,11
17.0,20.0,52.0,1008.0,31.0,15.2,1,0,0,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 12:00:00,2012,8,4,12
6.0,22.0,55.0,1007.0,32.0,16.99,1,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 13:00:00,2012,8,4,13
22.0,22.0,55.0,1007.0,32.0,3.13,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 14:00:00,2012,8,4,14
15.0,22.0,58.0,1007.0,31.0,6.26,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 15:00:00,2012,8,4,15
24.0,23.0,62.0,1008.0,31.0,9.39,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 16:00:00,2012,8,4,16
20.0,23.0,62.0,1008.0,31.0,12.52,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 17:00:00,2012,8,4,17
24.0,22.0,62.0,1008.0,30.0,16.54,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 18:00:00,2012,8,4,18
31.0,22.0,65.0,1009.0,29.0,19.67,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 19:00:00,2012,8,4,19
25.0,22.0,69.0,1009.0,28.0,21.46,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 20:00:00,2012,8,4,20
44.0,22.0,69.0,1010.0,28.0,24.59,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 21:00:00,2012,8,4,21
29.0,23.0,78.0,1010.0,27.0,27.72,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 22:00:00,2012,8,4,22
32.0,24.0,88.0,1011.0,26.0,29.51,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-04 23:00:00,2012,8,4,23
43.0,24.0,88.0,1011.0,26.0,0.89,0,0,0,1,0.0,1.0,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 00:00:00,2012,8,5,0
54.0,24.0,94.0,1011.0,25.0,0.89,0,0,1,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 01:00:00,2012,8,5,1
46.0,24.0,100.0,1011.0,24.0,2.68,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 02:00:00,2012,8,5,2
47.0,23.0,94.0,1011.0,24.0,0.45,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 03:00:00,2012,8,5,3
44.0,23.0,94.0,1011.0,24.0,1.79,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 04:00:00,2012,8,5,4
52.0,24.0,100.0,1011.0,24.0,2.68,0,0,1,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 05:00:00,2012,8,5,5
53.0,24.0,100.0,1011.0,24.0,3.57,0,0,1,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 06:00:00,2012,8,5,6
49.0,24.0,94.0,1011.0,25.0,4.46,0,0,1,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 07:00:00,2012,8,5,7
51.0,25.0,94.0,1011.0,26.0,1.79,1,0,0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 08:00:00,2012,8,5,8
56.0,24.0,78.0,1012.0,28.0,1.79,0,1,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 09:00:00,2012,8,5,9
53.0,23.0,70.0,1012.0,29.0,3.58,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 10:00:00,2012,8,5,10
28.0,22.0,58.0,1012.0,31.0,1.79,0,0,0,1,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 11:00:00,2012,8,5,11
22.0,23.0,66.0,1011.0,30.0,1.79,1,0,0,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 12:00:00,2012,8,5,12
29.0,23.0,62.0,1011.0,31.0,3.13,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 13:00:00,2012,8,5,13
39.0,22.0,55.0,1010.0,32.0,4.92,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 14:00:00,2012,8,5,14
29.0,21.0,55.0,1010.0,31.0,8.05,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 15:00:00,2012,8,5,15
23.0,22.0,58.0,1010.0,31.0,11.18,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 16:00:00,2012,8,5,16
24.0,22.0,58.0,1010.0,31.0,14.31,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 17:00:00,2012,8,5,17
53.0,22.0,62.0,1010.0,30.0,17.44,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 18:00:00,2012,8,5,18
69.0,22.0,69.0,1010.0,28.0,20.57,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 19:00:00,2012,8,5,19
69.0,23.0,78.0,1010.0,27.0,22.36,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 20:00:00,2012,8,5,20
84.0,23.0,74.0,1010.0,28.0,25.49,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 21:00:00,2012,8,5,21
79.0,23.0,78.0,1011.0,27.0,28.62,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 22:00:00,2012,8,5,22
73.0,23.0,78.0,1011.0,27.0,30.41,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,1,1.0,6.123233995736766e-17,0.0,0.0,2012-08-05 23:00:00,2012,8,5,23
67.0,23.0,83.0,1011.0,26.0,31.3,0,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 00:00:00,2012,8,6,0
74.0,24.0,94.0,1010.0,25.0,0.89,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 01:00:00,2012,8,6,1
82.0,24.0,88.0,1010.0,26.0,1.78,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 02:00:00,2012,8,6,2
83.0,24.0,94.0,1010.0,25.0,2.67,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 03:00:00,2012,8,6,3
95.0,24.0,94.0,1010.0,25.0,0.89,0,1,0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 04:00:00,2012,8,6,4
95.0,24.0,100.0,1010.0,24.0,2.68,0,1,0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 05:00:00,2012,8,6,5
82.0,24.0,100.0,1010.0,24.0,0.89,0,0,0,1,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 06:00:00,2012,8,6,6
85.0,25.0,94.0,1010.0,26.0,1.79,0,1,0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 07:00:00,2012,8,6,7
81.0,25.0,83.0,1010.0,28.0,0.89,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 08:00:00,2012,8,6,8
78.0,25.0,74.0,1010.0,30.0,1.79,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 09:00:00,2012,8,6,9
73.0,25.0,70.0,1010.0,31.0,1.79,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 10:00:00,2012,8,6,10
61.0,23.0,59.0,1010.0,32.0,0.89,0,0,0,1,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 11:00:00,2012,8,6,11
63.0,23.0,59.0,1009.0,32.0,1.79,0,0,1,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 12:00:00,2012,8,6,12
55.0,24.0,66.0,1009.0,31.0,5.81,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 13:00:00,2012,8,6,13
50.0,24.0,66.0,1008.0,31.0,8.94,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 14:00:00,2012,8,6,14
46.0,23.0,62.0,1008.0,31.0,12.07,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 15:00:00,2012,8,6,15
46.0,23.0,59.0,1007.0,32.0,15.2,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 16:00:00,2012,8,6,16
47.0,24.0,66.0,1007.0,31.0,18.33,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 17:00:00,2012,8,6,17
44.0,23.0,66.0,1007.0,30.0,21.46,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 18:00:00,2012,8,6,18
37.0,23.0,70.0,1007.0,29.0,23.25,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 19:00:00,2012,8,6,19
44.0,23.0,74.0,1007.0,28.0,25.04,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 20:00:00,2012,8,6,20
38.0,24.0,78.0,1008.0,28.0,26.83,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 21:00:00,2012,8,6,21
45.0,24.0,83.0,1008.0,27.0,28.62,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 22:00:00,2012,8,6,22
57.0,24.0,83.0,1008.0,27.0,30.41,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-06 23:00:00,2012,8,6,23
52.0,23.0,78.0,1008.0,27.0,32.2,0,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 00:00:00,2012,8,7,0
59.0,24.0,88.0,1008.0,26.0,0.89,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 01:00:00,2012,8,7,1
67.0,24.0,94.0,1008.0,25.0,0.89,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 02:00:00,2012,8,7,2
67.0,24.0,100.0,1007.0,24.0,1.78,0,0,1,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 03:00:00,2012,8,7,3
75.0,24.0,100.0,1007.0,24.0,0.89,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 04:00:00,2012,8,7,4
73.0,23.0,94.0,1007.0,24.0,0.89,0,0,1,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 05:00:00,2012,8,7,5
79.0,24.0,100.0,1008.0,24.0,0.89,0,0,0,1,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 06:00:00,2012,8,7,6
74.0,25.0,94.0,1008.0,26.0,1.78,0,0,0,1,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 07:00:00,2012,8,7,7
67.0,25.0,83.0,1008.0,28.0,2.67,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 08:00:00,2012,8,7,8
56.0,24.0,74.0,1008.0,29.0,4.46,0,0,0,1,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 09:00:00,2012,8,7,9
66.0,25.0,74.0,1008.0,30.0,1.79,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 10:00:00,2012,8,7,10
63.0,24.0,66.0,1007.0,31.0,3.58,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 11:00:00,2012,8,7,11
67.0,24.0,70.0,1007.0,30.0,6.71,0,0,1,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 12:00:00,2012,8,7,12
63.0,24.0,66.0,1006.0,31.0,3.13,0,0,0,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 13:00:00,2012,8,7,13
58.0,24.0,66.0,1006.0,31.0,4.02,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 14:00:00,2012,8,7,14
57.0,24.0,66.0,1006.0,31.0,8.04,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 15:00:00,2012,8,7,15
55.0,25.0,70.0,1005.0,31.0,12.06,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 16:00:00,2012,8,7,16
61.0,25.0,70.0,1005.0,31.0,15.19,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 17:00:00,2012,8,7,17
68.0,25.0,74.0,1005.0,30.0,19.21,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0,1.0,6.123233995736766e-17,0.0,0.0,2012-08-07 18:00:00,2012,8,7,18
